Id,Obra,Nombre Obra,Estrofa,Versos,Letra concatenada,¿En partitura?,¿Es estribillo?,Personaje,Accion,bis
3084,,,2,hoy sueño porque te vi,,,,,,
3085,,,,,,,,,,
3086,,,3,Yo soy la petenera,,,,,,
3087,,,3,mi padre es un oficial,,,,,,
3088,,,3,Yo soy la petenera,,,,,,
3089,,,3,mi padre es un oficial,,,,,,
3090,,,3,Yo soy la vera de cera,,,,,,
3091,,,3,Niña de mi corazón,,,,,,
3092,,,3,Yo soy la vera de cera,,,,,,
3093,,,3,la que te viene a alumbrar,,,,,,
3094,,,,,,,,,,
3095,,,4,Ay Soledad soledad,,,,,,
3096,,,4,soledad que yo quisiera,,,,,,
3097,,,4,Ay Soledad soledad,,,,,,
3098,,,4,soledad que yo quisiera,,,,,,
3099,,,4,que usted se volviera anona,,,,,,
3100,,,4,y que yo me la comiera,,,,,,
3101,,,4,madurita madurona,,,,,,
3102,,,4,que del palo se cayera,,,,,,
3103,,,,,,,,,,
3104,,,5,Petenera Petenera,,,,,,
3105,,,5,no te supe poner nombre,,,,,,
3106,,,5,Petenera Petenera,,,,,,
3107,,,5,no te supe poner nombre,,,,,,
3108,,,5,tu te debías de llamar,,,,,,
3109,,,5,Niña de mi corazón,,,,,,
3110,,,5,tu te debías de llamar,,,,,,
3111,,,5,la perdición de los hombres,,,,,,
3112,,,,,,,,,,
3113,,,6,Ay Soledad Soledad,,,,,,
3114,,,6,soledad llévame a ver,,,,,,
3115,,,6,Ay Soledad Soledad,,,,,,
3116,,,6,soledad llévame a ver,,,,,,
3117,,,6,a una que mi amor quería,,,,,,
3118,,,6,y me supo aborrecer,,,,,,
3119,,,6,si todavía me quisiera,,,,,,
3120,,,6,la volvería yo a querer,,,,,,
3121,,,,,,,,,,
3122,VE07,"La Petenera (Grabación de Arturo Warman, 1969)",1,Petenera Petenera,,,,,,
3123,,,1,dame de tu palo un ramo,,,,,,
3124,,,1,Petenera Petenera,,,,,,
3125,,,1,dame de tu palo un ramo,,,,,,
3126,,,1,quien te puso picarona,,,,,,
3127,,,1,Ay solita ya lo ves,,,,,,
3128,,,1,quien te puso picarona,,,,,,
3129,,,1,que Petenera me llamo,,,,,,
3130,,,1,Petenera Petenera,,,,,,
3131,,,1,dame de tu palo un ramo,,,,,,
3132,,,,,,,,,,
3133,,,2,Ay solita soledad,,,,,,
3134,,,2,soledad que yo quisiera,,,,,,
3135,,,2,Ay solita soledad,,,,,,
3136,,,2,soledad que yo quisiera,,,,,,
3137,,,2,que usted se volviera anona,,,,,,
3138,,,2,y que yo me la comiera,,,,,,
3139,,,2,madurita madurona,,,,,,
3140,,,2,que del palo se cayera,,,,,,
3141,,,,,,,,,,
3142,,,3,Quien te puso Petenera,,,,,,
3143,,,3,no te supo poner nombre,,,,,,
3144,,,3,Quien te puso Petenera,,,,,,
3145,,,3,no te supo poner nombre,,,,,,
3146,,,3,que tu te habías de llamar,,,,,,
3147,,,3,Ay solita ya lo ves,,,,,,
3148,,,3,que tu te habías de llamar,,,,,,
3149,,,3,la perdición de los hombres,,,,,,
3150,,,3,Quien te puso Petenera,,,,,,
3151,,,3,no te supo poner nombre,,,,,,
3152,,,,,,,,,,
3153,,,4,Ay solita soledad,,,,,,
3154,,,4,soledad que yo quisiera,,,,,,
3155,,,4,Ay solita soledad,,,,,,
3156,,,4,soledad que yo quisiera,,,,,,
3157,,,4,que usted se volviera anona,,,,,,
3158,,,4,y que yo me la comiera,,,,,,
3159,,,4,madurita madurona,,,,,,
3160,,,4,que del palo se cayera,,,,,,
3161,,,,,,,,,,
3162,,,5,Quien te puso Petenera,,,,,,
3163,,,5,seguro no estaba en sí,,,,,,
3164,,,5,Quien te puso Petenera,,,,,,
3165,,,5,seguro no estaba en sí,,,,,,
3166,,,5,que tu te habías de llamar,,,,,,
3167,,,5,Ay solita ya lo ves,,,,,,
3168,,,5,que tu te habías de llamar,,,,,,
3169,,,5,la perdición para mí,,,,,,
3170,,,5,Quien te puso Petenera,,,,,,
3171,,,5,seguro no estaba en sí,,,,,,
3172,,,,,,,,,,
3173,,,6,Ay solita soledad,,,,,,
3174,,,6,soledad que yo quisiera,,,,,,
3175,,,6,Ay solita soledad,,,,,,
3176,,,6,soledad que yo quisiera,,,,,,
3177,,,6,que usted se volviera anona,,,,,,
3178,,,6,y que yo me la comiera,,,,,,
3179,,,6,madurita madurona,,,,,,
3180,,,6,que del palo se cayera,,,,,,
3181,,,,,,,,,,
3182,HU01,"La Petenera (El Viejo Elpidio, 1997)",1,La sirena se embarcó,,,,,,
3183,,,1,en un buque de madera,,,,,,
3184,,,1,La sirena se embarcó,,,,,,
3185,,,1,en un buque de madera,,,,,,
3186,,,1,como el viento le faltó,,,,,,
3187,,,1,Ay la la la,,,,,,
3188,,,1,como el viento le faltó,,,,,,
3189,,,1,no pudo llegar a tierra,,,,,,
3190,,,1,a medio mar se quedó,,,,,,
3191,,,1,cantando la petenera,,,,,,
3192,,,,,,,,,,
3193,,,2,Cuando un marinero mira,,,,,,
3194,,,2,la borrasca por el cielo,,,,,,
3195,,,2,Cuando un marinero mira,,,,,,
3196,,,2,la borrasca por el cielo,,,,,,
3197,,,2,alza la cara y suspira,,,,,,
3198,,,2,y le dice al compañero,,,,,,
3199,,,2,si Dios me salva la vida,,,,,,
3200,,,2,no vuelvo a ser marinero,,,,,,
3201,,,,,,,,,,
3202,,,3,Un pescador en la barra,,,,,,
3203,,,3,Ay no pudo dar con bola,,,,,,
3204,,,3,Un pescador en la barra,,,,,,
3205,,,3,Ay no pudo dar con bola,,,,,,
3206,,,3,por pescar a una mojarra,,,,,,
3207,,,3,Ay la la la,,,,,,
3208,,,3,por pescar a una mojarra,,,,,,
3209,,,3,pescó un sapo de la cola,,,,,,
3210,,,3,pescó un sapo de la cola,,,,,,
3211,,,3,que no cualquiera lo agarra.,,,,,,
3212,,,,,,,,,,
3213,HU02,"La Petenera (Los Hermanos Calderón, 1993)",1,Dicen que el agua salada,,,,,,
3214,,,1,tiene varias erupciones,,,,,,
3215,,,1,Dicen que el agua salada,,,,,,
3216,,,1,tiene varias erupciones,,,,,,
3217,,,1,la cosa está comprobada,,,,,,
3218,,,1,Ay la la la,,,,,,
3219,,,1,la cosa está comprobada,,,,,,
3220,,,1,que mantiene a tiburones,,,,,,
3221,,,1,que mantiene a tiburones,,,,,,
3222,,,1,y a la sirena encantada.,,,,,,
3223,,,,,,,,,,
3224,,,2,Entre buenos cantadores,,,,,,
3225,,,2,me he paseado con esmero,,,,,,
3226,,,2,Entre buenos cantadores,,,,,,
3227,,,2,me he paseado con esmero,,,,,,
3228,,,2,dándoles distribuciones,,,,,,
3229,,,2,Ay la la la,,,,,,
3230,,,2,dándoles distribuciones,,,,,,
3231,,,2,de todito el mundo entero,,,,,,
3232,,,2,y toditas las naciones,,,,,,
3233,,,2,que tiene el reino extranjero,,,,,,
3234,,,,,,,,,,
3235,,,3,"Francia, París y España",,,,,,
3236,,,3,"Roma, Londres y Turquía",,,,,,
3237,,,3,"Francia, París y España",,,,,,
3238,,,3,"Roma, Londres y Turquía",,,,,,
3239,,,3,pero Asia los acompaña,,,,,,
3240,,,3,Ay la la la,,,,,,
3241,,,3,pero Asia los acompaña,,,,,,
3242,,,3,Puerto Rico y Oceanía,,,,,,
3243,,,3,Ay también la Gran Bretaña,,,,,,
3244,,,3,África y la tierra mía,,,,,,
3245,,,,,,,,,,
3246,HU03,"La Petenera (Los Camperos de Valles, 1995)",1,Que tiene el reino extranjero,,,,,,
3247,,,1,una gran fotografía,,,,,,
3248,,,1,Que tiene el reino extranjero,,,,,,
3249,,,1,una gran fotografía,,,,,,
3250,,,1,yo vide un barco velero,,,,,,
3251,,,1,Ay la la la,,,,,,
3252,,,1,yo vide un barco velero,,,,,,
3253,,,1,que venía desde Oceanía,,,,,,
3254,,,1,andaba de pasajero,,,,,,
3255,,,1,por las playas de Turquía,,,,,,
3256,,,,,,,,,,
3257,,,2,Por las playas de Turquía,,,,,,
3258,,,2,paseándome con afán,,,,,,
3259,,,2,Por las playas de Turquía,,,,,,
3260,,,2,paseándome con afán,,,,,,
3261,,,2,navegando noche y día,,,,,,
3262,,,2,Ay la la la,,,,,,
3263,,,2,navegando noche y día,,,,,,
3264,,,2,vid un vapor alemán,,,,,,
3265,,,2,y el patrón que yo traía,,,,,,
3266,,,2,de la feria de San Juan,,,,,,
3267,,,,,,,,,,
3268,,,3,De la feria de San Juan,,,,,,
3269,,,3,salí con rumbo al Oriente,,,,,,
3270,,,3,De la feria de San Juan,,,,,,
3271,,,3,salí con rumbo al Oriente,,,,,,
3272,,,3,navegando con afán,,,,,,
3273,,,3,Ay la la la,,,,,,
3274,,,3,navegando con afán,,,,,,
3275,,,3,un marinero excelente,,,,,,
3276,,,3,pasé por río Jordán,,,,,,
3277,,,3,entre millones de gentes,,,,,,
3278,,,,,,,,,,
3279,,,4,Entre millones de gentes,,,,,,
3280,,,4,de mucha categoría,,,,,,
3281,,,4,Entre millones de gentes,,,,,,
3282,,,4,de mucha categoría,,,,,,
3283,,,4,navegando mutuamente,,,,,,
3284,,,4,Ay la la la,,,,,,
3285,,,4,navegando mutuamente,,,,,,
3286,,,4,el viento nos dirigía,,,,,,
3287,,,4,le temo no haya corriente,,,,,,
3288,,,4,ya llegando a Alejandría,,,,,,
3289,,,,,,,,,,
3290,,,5,Ya llegando a Alejandría,,,,,,
3291,,,5,cogí un viento huracanado,,,,,,
3292,,,5,Ya llegando a Alejandría,,,,,,
3293,,,5,cogí un viento huracanado,,,,,,
3294,,,5,el barco que yo traía,,,,,,
3295,,,5,Ay la la la,,,,,,
3296,,,5,el barco que yo traía,,,,,,
3297,,,5,no pudo ser mejorado,,,,,,
3298,,,5,quiso la fortuna mía,,,,,,
3299,,,5,que en Rusia quedara anclado,,,,,,
3300,,,,,,,,,,
3301,,,6,Que en Rusia quedara anclado,,,,,,
3302,,,6,un barco con elegancia,,,,,,
3303,,,6,Que en Rusia quedara anclado,,,,,,
3304,,,6,un barco con elegancia,,,,,,
3305,,,6,de ahí salió mejorado,,,,,,
3306,,,6,Ay la la la,,,,,,
3307,,,6,de ahí salió mejorado,,,,,,
3308,,,6,con vapor y esperanza,,,,,,
3309,,,6,porque ya iba tripulado,,,,,,
3310,,,6,con marineros de Francia,,,,,,
3311,,,,,,,,,,
3312,,,7,Con marineros de Francia,,,,,,
3313,,,7,salí pa' la Gran Bretaña,,,,,,
3314,,,7,Con marineros de Francia,,,,,,
3315,,,7,salí pa' la Gran Bretaña,,,,,,
3316,,,7,fue tanta nuestra constancia,,,,,,
3317,,,7,Ay la la la,,,,,,
3318,,,7,fue tanta nuestra constancia,,,,,,
3319,,,7,que se me hizo cosa extraña,,,,,,
3320,,,7,yo vi el arca de la alianza,,,,,,
3321,,,7,cuando llegamos a España,,,,,,
3322,,,,,,,,,,
3323,,,8,Cuando llegamos a España,,,,,,
3324,,,8,por lo mismo te repito,,,,,,
3325,,,8,Cuando llegamos a España,,,,,,
3326,,,8,por lo mismo te repito,,,,,,
3327,,,8,recordé la Gran Bretaña,,,,,,
3328,,,8,Ay la la la,,,,,,
3329,,,8,recordé la Gran Bretaña,,,,,,
3330,,,8,cuando pasé Puerto Rico,,,,,,
3331,,,8,y se me hizo cosa extraña,,,,,,
3332,,,8,cuando yo salí a Tampico,,,,,,
3333,,,,,,,,,,
3334,HU04,"La Petenera (Coyalapa, Hidalgo, 1978)",1,Pescador en la barra,,,,,,
3335,,,1,nunca pudo dar con bola,,,,,,
3336,,,1,Pescador en la barra,,,,,,
3337,,,1,nunca pudo dar con bola,,,,,,
3338,,,1,por pescar una mojarra,,,,,,
3339,,,1,Ay la la la,,,,,,
3340,,,1,por pescar una mojarra,,,,,,
3341,,,1,pescó un sapo de la cola,,,,,,
3342,,,1,pescó un sapo de la cola,,,,,,
3343,,,1,que no cualquiera lo agarra.,,,,,,
3344,,,,,,,,,,
3345,,,2,Cuando el marinero mira,,,,,,
3346,,,2,la borrasca por el cielo,,,,,,
3347,,,2,Cuando el marinero mira,,,,,,
3348,,,2,la borrasca por el cielo,,,,,,
3349,,,2,"se queja, llora y suspira",,,,,,
3350,,,2,Ay la la la,,,,,,
3351,,,2,"se queja, llora y suspira",,,,,,
3352,,,2,y le dice al compañero,,,,,,
3353,,,2,si Dios me presta la vida,,,,,,
3354,,,2,no vuelvo a ser marinero.,,,,,,
3355,,,,,,,,,,
3356,,,3,Yo vide una embarcación,,,,,,
3357,,,3,que venía saltando a tierra,,,,,,
3358,,,3,Yo vide una embarcación,,,,,,
3359,,,3,que venía saltando a tierra,,,,,,
3360,,,3,y era Cristóbal Colón,,,,,,
3361,,,3,Ay la la la,,,,,,
3362,,,3,y era Cristóbal Colón,,,,,,
3363,,,3,que venía de Venezuela,,,,,,
3364,,,3,junto con su expedición,,,,,,
3365,,,3,dando vueltas a la tierra.,,,,,,
3366,,,,,,,,,,
3367,HU05,"La Petenera (Los Cantores de la Huasteca, 1985)",1,Dicen que el agua salada,,,,,,
3368,,,1,tiene varias seducciones,,,,,,
3369,,,1,Dicen que el agua salada,,,,,,
3370,,,1,tiene varias seducciones,,,,,,
3371,,,1,la cosa está comprobada,,,,,,
3372,,,1,Ay la la la,,,,,,
3373,,,1,la cosa está comprobada,,,,,,
3374,,,1,que mantiene a tiburones,,,,,,
3375,,,1,que mantiene a tiburones,,,,,,
3376,,,1,y a la sirena encantada,,,,,,
3377,,,,,,,,,,
3378,,,2,La sirena de la mar,,,,,,
3379,,,2,me dicen que es muy bonita,,,,,,
3380,,,2,La sirena de la mar,,,,,,
3381,,,2,me dicen que es muy bonita,,,,,,
3382,,,2,yo la quisiera encontrar,,,,,,
3383,,,2,Ay la la la,,,,,,
3384,,,2,yo la quisiera encontrar,,,,,,
3385,,,2,y besarle su boquita,,,,,,
3386,,,2,pero como es animal,,,,,,
3387,,,2,no se puede naditita,,,,,,
3388,,,,,,,,,,
3389,,,3,Pescador y marinero,,,,,,
3390,,,3,ha sido mi profesión,,,,,,
3391,,,3,Pescador y marinero,,,,,,
3392,,,3,ha sido mi profesión,,,,,,
3393,,,3,conozco al pescado mero,,,,,,
3394,,,3,Ay la la la,,,,,,
3395,,,3,Ay la la la,,,,,,
3396,,,3,conozco al pescado mero,,,,,,
3397,,,3,también conozco al salmón,,,,,,
3398,,,3,que si no cae con anzuelo,,,,,,
3399,,,3,solamente y con arpón,,,,,,
3400,,,3,Seis años y un mes anduve,,,,,,
3401,,,3,de marinero en el mar,,,,,,
3402,,,,,,,,,,
3403,,,4,Seis años y un mes anduve,,,,,,
3404,,,4,de marinero en el mar,,,,,,
3405,,,4,por una razón que tuve,,,,,,
3406,,,4,Ay la la ay la la la,,,,,,
3407,,,4,por una rasó que tuve,,,,,,
3408,,,4,que tu te ibas a embarcar,,,,,,
3409,,,4,en una preciosa nube,,,,,,
3410,,,4,de las que bajan al mar,,,,,,
3411,,,,,,,,,,
3412,HU06,"La Petenera (Los Caimanes de Tampico, 1996)",1,Dicen que el agua salada,,,,,,
3413,,,1,tiene varias seducciones,,,,,,
3414,,,1,Dicen que el agua salada,,,,,,
3415,,,1,tiene varias seducciones,,,,,,
3416,,,1,la cosa está comprobada,,,,,,
3417,,,1,Ay la la la,,,,,,
3418,,,1,la cosa está comprobada,,,,,,
3419,,,1,que mantiene a tiburones,,,,,,
3420,,,1,que mantiene a tiburones,,,,,,
3421,,,1,y a la sirena encantada,,,,,,
3422,,,,,,,,,,
3423,,,2,La sirena allá en el agua,,,,,,
3424,,,2,luce en todo su esplendor,,,,,,
3425,,,2,La sirena allá en el agua,,,,,,
3426,,,2,luce en todo su esplendor,,,,,,
3427,,,2,pero no se le compara,,,,,,
3428,,,2,Ay la la la,,,,,,
3429,,,2,pero no se le compara,,,,,,
3430,,,2,a una muy hermosa flor,,,,,,
3431,,,2,ella vive allá en Paniagua,,,,,,
3432,,,2,y es la dueña de mi amor,,,,,,
3433,,,,,,,,,,
3434,,,3,"Francia, París y España,",,,,,,
3435,,,3,"Roma, Londres y Turquía,",,,,,,
3436,,,3,"Francia, París y España,",,,,,,
3437,,,3,"Roma, Londres y Turquía,",,,,,,
3438,,,3,pero Asia los acompaña,,,,,,
3439,,,3,Ay la la la,,,,,,
3440,,,3,pero Asia los acompaña,,,,,,
3441,,,3,Puerto Rico y Oceanía,,,,,,
3442,,,3,y también la Gran Bretaña,,,,,,
3443,,,3,África y la patria mía,,,,,,
3444,,,,,,,,,,
3445,HU07,"La Petenera (Trío Armonía de Chapulhuacán, 1974)",1,Petenera Petenera,,,,,,
3446,,,1,quien te pudiera comprar,,,,,,
3447,,,1,Petenera Petenera,,,,,,
3448,,,1,quien te pudiera comprar,,,,,,
3449,,,1,ojalá y que yo pudiera,,,,,,
3450,,,1,Ay la la la la la la la,,,,,,
3451,,,1,ojalá y que yo pudiera,,,,,,
3452,,,1,cuando menos entonar,,,,,,
3453,,,1,como entona la sirena,,,,,,
3454,,,1,entre las olas del mar,,,,,,
3455,,,,,,,,,,
3456,,,2,Conocí la embarcación,,,,,,
3457,,,2,que el rey d'Italia tenía,,,,,,
3458,,,2,Conocí la embarcación,,,,,,
3459,,,2,que el rey d'Italia tenía,,,,,,
3460,,,2,y también a su patrón,,,,,,
3461,,,2,Ay la la la,,,,,,
3462,,,2,y también a su patrón,,,,,,
3463,,,2,a quien a tierra dirigía,,,,,,
3464,,,2,era Cristóbal Colón,,,,,,
3465,,,2,que desde Europa venía,,,,,,
3466,,,,,,,,,,
3467,,,3,La sirena de la mar,,,,,,
3468,,,3,me dicen que es muy bonita,,,,,,
3469,,,3,La sirena de la mar,,,,,,
3470,,,3,me dicen que es muy bonita,,,,,,
3471,,,3,yo la quisiera tocar,,,,,,
3472,,,3,y besarle su boquita,,,,,,
3473,,,3,pero como es animal,,,,,,
3474,,,3,no se puede naditita,,,,,,
3475,,,,,,,,,,
3476,,,4,Pescador y marinero,,,,,,
3477,,,4,ha sido mi profesión,,,,,,
3478,,,4,Pescador y marinero,,,,,,
3479,,,4,ha sido mi profesión,,,,,,
3480,,,4,conozco al pescado mero,,,,,,
3481,,,4,Ay la la la ay la la la,,,,,,
3482,,,4,conozco al pescado mero,,,,,,
3483,,,4,y otro poquito al salmón,,,,,,
3484,,,4,ese no cae con anzuelo,,,,,,
3485,,,4,solamente con arpón,,,,,,
3486,,,,,,,,,,
3487,HU08,"La Petenera (Trío Xoxocapa, [s.f.])",1,Petenera Petenera,,,,,,
3488,,,1,quien te pudiera comprar,,,,,,
3489,,,1,Petenera Petenera,,,,,,
3490,,,1,quien te pudiera comprar,,,,,,
3491,,,1,ojalá y que yo pudiera,,,,,,
3492,,,1,Ay la la la la la la la,,,,,,
3493,,,1,ojalá y que yo pudiera,,,,,,
3494,,,1,cuando menos entonar,,,,,,
3495,,,1,como entona la sirena,,,,,,
3496,,,1,sobre las olas del mar,,,,,,
3497,,,,,,,,,,
3498,,,2,Estando yo recostado,,,,,,
3499,,,2,en lo fresco de la arena,,,,,,
3500,,,2,Estando yo recostado,,,,,,
3501,,,2,en lo fresco de la arena,,,,,,
3502,,,2,oí la voz de un pescado,,,,,,
3503,,,2,Ay la la la la,,,,,,
3504,,,2,oí la voz de un pescado,,,,,,
3505,,,2,que le dijo a la sirena,,,,,,
3506,,,2,qué trabajos he pasado,,,,,,
3507,,,2,por amar a esa morena,,,,,,
3508,,,,,,,,,,
3509,,,3,La sirena se embarcó,,,,,,
3510,,,3,en un buque de madera,,,,,,
3511,,,3,La sirena se embarcó,,,,,,
3512,,,3,en un buque de madera,,,,,,
3513,,,3,como el aire le faltó,,,,,,
3514,,,3,Ay la la ay la la la,,,,,,
3515,,,3,como el aire le faltó,,,,,,
3516,,,3,no pudo salir a tierra,,,,,,
3517,,,3,a medio mar se quedó,,,,,,
3518,,,3,cantando la petenera,,,,,,
3519,,,,,,,,,,
3520,HU10,"La Petenera (Trío Alma de las Tres Huastecas, 1968-69?)",1,Entre buenos cantadores,,,,,,
3521,,,1,me he paseado con esmero,,,,,,
3522,,,1,Entre buenos cantadores,,,,,,
3523,,,1,me he paseado con esmero,,,,,,
3524,,,1,dándoles distribuciones,,,,,,
3525,,,1,Ay la la la la la la,,,,,,
3526,,,1,dándoles distribuciones,,,,,,
3527,,,1,en todito el mundo entero,,,,,,
3528,,,1,y toditas las naciones,,,,,,
3529,,,1,que tiene el reino extranjero,,,,,,
3530,,,,,,,,,,
3531,,,2,Que tiene el reino extranjero,,,,,,
3532,,,2,una gran fotografía,,,,,,
3533,,,2,Que tiene el reino extranjero,,,,,,
3534,,,2,una gran fotografía,,,,,,
3535,,,2,yo vide un barco velero,,,,,,
3536,,,2,Ay la la la,,,,,,
3537,,,2,yo vide un barco velero,,,,,,
3538,,,2,que venía desde Oceanía,,,,,,
3539,,,2,que andaba de pasajero,,,,,,
3540,,,2,por las playas de Turquía,,,,,,
3541,,,,,,,,,,
3542,,,3,Por las playas de Turquía,,,,,,
3543,,,3,paseándome sin afán,,,,,,
3544,,,3,Por las playas de Turquía,,,,,,
3545,,,3,paseándome sin afán,,,,,,
3546,,,3,navegando noche y día,,,,,,
3547,,,3,Ay la la la la la la,,,,,,
3548,,,3,navegando noche y día,,,,,,
3549,,,3,en un vapor alemán,,,,,,
3550,,,3,y el vapor que yo traía,,,,,,
3551,,,3,de la feria de San Juan,,,,,,
3552,,,,,,,,,,
3553,,,4,En la feria de San Juan,,,,,,
3554,,,4,salí con rumbo al Oriente,,,,,,
3555,,,4,En la feria de San Juan,,,,,,
3556,,,4,salí con rumbo al Oriente,,,,,,
3557,,,4,navegando sin afán,,,,,,
3558,,,4,Ay la la la la la la,,,,,,
3559,,,4,navegando sin afán,,,,,,
3560,,,4,marinero excelente,,,,,,
3561,,,4,pasé por el río Jordán,,,,,,
3562,,,4,y entre millones de gentes,,,,,,
3563,,,,,,,,,,
3564,,,5,Entre millones de gentes,,,,,,
3565,,,5,de mucha categoría,,,,,,
3566,,,5,entre millones de gentes,,,,,,
3567,,,5,de mucha categoría,,,,,,
3568,,,5,navegando mutuamente,,,,,,
3569,,,5,Ay la la la la la la,,,,,,
3570,,,5,navegando mutuamente,,,,,,
3571,,,5,y el sol me dirigía,,,,,,
3572,,,5,no temo que haga corriente,,,,,,
3573,,,5,llegando ya a Alejandría,,,,,,
3574,,,,,,,,,,
3575,,,6,Llegando ya a Alejandría,,,,,,
3576,,,6,tomé un viento huracanado,,,,,,
3577,,,6,llegando ya a Alejandría,,,,,,
3578,,,6,tomé un viento huracanado,,,,,,
3579,,,6,el barco que yo traía,,,,,,
3580,,,6,Ay la la Ay la la la,,,,,,
3581,,,6,el barco que yo traía,,,,,,
3582,,,6,pudo ser mejorado,,,,,,
3583,,,6,quiso la fortuna mía,,,,,,
3584,,,6,que en Rusia quedara anclado,,,,,,
3585,,,,,,,,,,
3586,,,7,Que en Rusia quedara anclado,,,,,,
3587,,,7,un barco con elegancia,,,,,,
3588,,,7,Que en Rusia quedara anclado,,,,,,
3589,,,7,un barco con elegancia,,,,,,
3590,,,7,y allí salió mejorado,,,,,,
3591,,,7,Ay la la la la la la,,,,,,
3592,,,7,y allí salió mejorado,,,,,,
3593,,,7,por vapor y esperanza,,,,,,
3594,,,7,porque venía tripulado,,,,,,
3595,,,7,con marineros de Francia,,,,,,
3596,,,,,,,,,,
3597,,,8,Con marineros de Francia,,,,,,
3598,,,8,salí pa la Gran Bretaña,,,,,,
3599,,,8,Con marineros de Francia,,,,,,
3600,,,8,salí pa la Gran Bretaña,,,,,,
3601,,,8,fue tanta nuestra constancia,,,,,,
3602,,,8,Ay la la la la la,,,,,,
3603,,,8,fue tanta nuestra constancia,,,,,,
3604,,,8,que pareció cosa extraña,,,,,,
3605,,,8,yo vi el arca de la alianza,,,,,,
3606,,,8,cuando llegamos a España,,,,,,
3607,,,,,,,,,,
3608,TI03,"La Petenera (Los fandangueros de Tixtla, de Vicente González, [s.f.])",1,Dicen que la Petenera,,,,,,
3609,,,1,es una santa mujer,,,,,,
3610,,,1,es una santa mujer,,,,,,
3611,,,1,dicen que la Petenera,,,,,,
3612,,,1,que se va a lavar de tarde,,,,,,
3613,,,1,y viene al amanecer,,,,,,
3614,,,1,y llega al amanecer,,,,,,
3615,,,1,que se va a lavar de tarde,,,,,,
3616,,,,,,,,,,
3617,,,2,Ay Soledad,,,,,,
3618,,,2,soledad que así decía,,,,,,
3619,,,2,regálame un vaso de agua,,,,,,
3620,,,2,que me muero de sequía,,,,,,
3621,,,2,Ay Soledad,,,,,,
3622,,,2,soledad que así decía,,,,,,
3623,,,2,regálame un vaso de agua,,,,,,
3624,,,2,que me muero de sequía,,,,,,
3625,,,,,,,,,,
3626,,,3,Dicen que la Petenera,,,,,,
3627,,,3,es una mujer bonita,,,,,,
3628,,,3,es una mujer bonita,,,,,,
3629,,,3,Dicen que la Petenera,,,,,,
3630,,,3,que se va a bañar de tarde,,,,,,
3631,,,3,y viene a la mañanita,,,,,,
3632,,,3,y llega en la mañanita,,,,,,
3633,,,3,que se va a bañar de tarde,,,,,,
3634,,,,,,,,,,
3635,,,4,Ay Soledad,,,,,,
3636,,,4,Soledad de aquel que fue,,,,,,
3637,,,4,a darle agua a su caballo,,,,,,
3638,,,4,que se le murió de sed,,,,,,
3639,,,4,Ay Soledad,,,,,,
3640,,,4,Soledad de aquel que fue,,,,,,
3641,,,4,a darle agua a su caballo,,,,,,
3642,,,4,que se le murió de sed,,,,,,
3643,,,,,,,,,,
3644,,,5,Dicen que la Petenera,,,,,,
3645,,,5,es una mujer honrada,,,,,,
3646,,,5,es una mujer honrada,,,,,,
3647,,,5,dicen que la Petenera,,,,,,
3648,,,5,que se va a lavar de tarde,,,,,,
3649,,,5,y llega en la madrugada,,,,,,
3650,,,5,que llega en la madrugada,,,,,,
3651,,,5,que se va a lavar de tarde,,,,,,
3652,,,,,,,,,,
3653,,,6,Ay Soledad,,,,,,
3654,,,6,soledad del otro lado,,,,,,
3655,,,6,más vale torear un toro,,,,,,
3656,,,6,y no un viejo alborotado,,,,,,
3657,,,6,Ay Soledad,,,,,,
3658,,,6,soledad del otro lado,,,,,,
3659,,,6,más vale torear un toro,,,,,,
3660,,,6,y no un viejo alborotado,,,,,,
3661,,,,,,,,,,
3662,,,7,A orilla de un camposanto,,,,,,
3663,,,7,yo vide una calavera,,,,,,
3664,,,7,yo vide una calavera,,,,,,
3665,,,7,a orilla de un camposanto,,,,,,
3666,,,7,con su cigarro en la boca,,,,,,
3667,,,7,cantando la petenera,,,,,,
3668,,,7,cantando la petenera,,,,,,
3669,,,7,con su cigarro en la boca,,,,,,
3670,,,,,,,,,,
3671,,,8,Ay Soledad,,,,,,
3672,,,8,soledad de cerro en cerro,,,,,,
3673,,,8,todos tiene sus amores,,,,,,
3674,,,8,y a mí que me muerda un perro,,,,,,
3675,,,8,Ay Soledad,,,,,,
3676,,,8,soledad de cerro en cerro,,,,,,
3677,,,8,todos tiene sus amores,,,,,,
3678,,,8,y a mí que me muerda un perro,,,,,,
3679,,,,,,,,,,
3680,TI04,"La Petenera (Aires de Son, 2009)",1,Dicen que la Petenera,,,,,,
3681,,,1,es una mujer bonita,,,,,,
3682,,,1,es una mujer bonita,,,,,,
3683,,,1,dicen que la Petenera,,,,,,
3684,,,1,que se va a bañar de tarde,,,,,,
3685,,,1,y viene a la mañanita,,,,,,
3686,,,1,y viene a la mañanita,,,,,,
3687,,,1,que se va a bañar de tarde,,,,,,
3688,,,,,,,,,,
3689,,,2,Ay Soledad,,,,,,
3690,,,2,soledad de aquel que fue,,,,,,
3691,,,2,a dale agua a su caballo,,,,,,
3692,,,2,que se le moría de sed,,,,,,
3693,,,2,Ay Soledad,,,,,,
3694,,,2,soledad de aquel que fue,,,,,,
